id,time,iat,hr_mean,Frage1,Frage2,Frage3,StartDate,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,age,edu,sex,pol,ipq1,ipq2,ipq3,ipq4,ipq5,ipq6,ipq7,ipq8,ipq9,ipq10,ipq11,ipq12,ipq13,ipq14,sod_1,sod_2,sod_3,sod_4,sod_5,sod_6,sod_7,sod_8,sod_9,vr_exp,vr_eval1,vr_eval2,vr_eval3,vr_eval4,vr_eval5,span,seen,yearOfBirth,timeBtwnTestings_inH,css,nr,nep,ses,ipq,sod,vr_eval
05111925,1,0.36026667393857253,74.2368421052632,"Ich hatte bloss einmal vor recht langer Zeit mal so eine VR-Brille an. Das war so ein professionelles Program. Und das war recht ähnlich zu diesem hier. Es ist halt schon noch recht verpixelt. Aber es ist schon mega krass, man kann einfach so rumschauen. Dort konnte man sich nicht bewegen, hier schon. Und das hat recht zur Immersion beigetragen. Dass man auch nach vorne gehen konnte, und dann das Geländer näher kommt. Und du kannst das Geländer anfassen, und es korrespondierte mit dem, was man gesehen hat. Ansonsten: Ich weiss nicht, ob das absichtlich war, aber das Gehörte, vom Sprecher, war abhängig von der Blickrichtung. Das fand ich nicht so nice. Es hat mich etwas verwirrt, und ich denke, es wäre besser gewesen, wenn es einfach immer stereo aus beiden Kopfhörern gekommen wäre. Man wusste gar nicht, woher die Stimme kam, weil es dazu keine visuellen inputs gab. Darum war es irritierend, dass es nicht immer gleich war.","Wenn es 4 Grad wärmer wird im 2070, dass dann kein Gletscher mehr da ist. Und dass der Dude einen spannenden Akzent hatte. Und dass der IAT mich etwas verwirrt hatte. Ich hatte schon das Gefühl, einen Nature-Good bias zu haben. Und dass wir in absehbarer Zukunft eine VR-Brille brauchen.","Es ist jetzt dann die Gletscher-Initiative. Ich weiss nicht genau, um was es da geht, aber sich da mal zu informieren wäre gut. Und sonst, es hat meine Weltanschauung jetzt nicht mega verändert. Es war mir schon vorher bewusst, dass die Gletscher in den letzten Jahrzenten sehr stark zurückgegangen sind. Und dass sie auch weiterhin schmelzen werden, ausser, es bricht irgendwie eine mega gestörte Pandemie aus oder so. Oder wir überdenken alles und... aber das habe ich nicht das Gefühl, dass bei allen Menschen einen so drastischen Sinnungswandel gibt. Ich bleibe optimistisch, aber ich würde nicht darauf wetten. Aber ich bleibe optimistisch.",2019-06-12T09:22:35Z,1,1,2,1,1,1,1,1,1,3,1,1,4,7,7,5,4,5,5,2,4,6,7,5,7,7,4,5,4,7,4,5,4,2,4,4,4,5,5,4,7,5,7,5,7,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,5,5,6,7,7,7,7,6,6,6,3,5,1,1,6,6,2,5,3,4,5,6,3,2,6,3,7,4,7,4,3,1993,12.972048611111111,1.25,5.142857142857143,4.733333333333333,NA,5.142857142857143,4.444444444444445,5.4
05111925,2,-0.0847660994506986,62.4285714285714,"Ich hatte bloss einmal vor recht langer Zeit mal so eine VR-Brille an. Das war so ein professionelles Program. Und das war recht ähnlich zu diesem hier. Es ist halt schon noch recht verpixelt. Aber es ist schon mega krass, man kann einfach so rumschauen. Dort konnte man sich nicht bewegen, hier schon. Und das hat recht zur Immersion beigetragen. Dass man auch nach vorne gehen konnte, und dann das Geländer näher kommt. Und du kannst das Geländer anfassen, und es korrespondierte mit dem, was man gesehen hat. Ansonsten: Ich weiss nicht, ob das absichtlich war, aber das Gehörte, vom Sprecher, war abhängig von der Blickrichtung. Das fand ich nicht so nice. Es hat mich etwas verwirrt, und ich denke, es wäre besser gewesen, wenn es einfach immer stereo aus beiden Kopfhörern gekommen wäre. Man wusste gar nicht, woher die Stimme kam, weil es dazu keine visuellen inputs gab. Darum war es irritierend, dass es nicht immer gleich war.","Wenn es 4 Grad wärmer wird im 2070, dass dann kein Gletscher mehr da ist. Und dass der Dude einen spannenden Akzent hatte. Und dass der IAT mich etwas verwirrt hatte. Ich hatte schon das Gefühl, einen Nature-Good bias zu haben. Und dass wir in absehbarer Zukunft eine VR-Brille brauchen.","Es ist jetzt dann die Gletscher-Initiative. Ich weiss nicht genau, um was es da geht, aber sich da mal zu informieren wäre gut. Und sonst, es hat meine Weltanschauung jetzt nicht mega verändert. Es war mir schon vorher bewusst, dass die Gletscher in den letzten Jahrzenten sehr stark zurückgegangen sind. Und dass sie auch weiterhin schmelzen werden, ausser, es bricht irgendwie eine mega gestörte Pandemie aus oder so. Oder wir überdenken alles und... aber das habe ich nicht das Gefühl, dass bei allen Menschen einen so drastischen Sinnungswandel gibt. Ich bleibe optimistisch, aber ich würde nicht darauf wetten. Aber ich bleibe optimistisch.",2019-06-25T08:42:20Z,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,5,4,5,5,4,4,4,7,5,7,7,6,5,4,7,3,4,4,2,6,5,4,5,4,4,7,5,7,4,7,2,4,4,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,26,5,0,2,5,5,6,7,7,7,7,6,6,6,3,5,1,1,6,6,2,5,3,4,5,6,3,2,6,3,7,4,7,4,3,1993,12.972048611111111,1,5.142857142857143,4.666666666666667,1.6470588235294117,5.142857142857143,4.444444444444445,5.4
61825863,1,-0.1419746814643159,80.5757575757576,"Besonders aufgefallen ist, dass die ganze Umgebung eine Annäherung an den Gletscher war. Man hat gemerkt, dass es den Gletscher darstellt, aber es war jetzt nicht 100% reell, wie als ob man mehrere Bilder gemacht und zusammengefügt hätte. Es war wie eine künstlerische Darstellung. Optisch war es so eher überzeugend. Beim rumlaufen im Raum, hatte man wirklich das Gefühl, in diesem virtuellen Raum herumzugehen. Bloss die anderen Sinne haben nicht gestummen. Kalte Luft hat gefehlt, und der Geruch... Ich weiss nicht, ob es wegen dem Sprecher war, dass ich keine Umgebungsgeräusche gehört habe, ausser dem Schmelzen, dass eher wie fliessendes Wasser getönt hat. Aber ja, man weiss ja nicht, wie sich das wirklich anhört. Da zeigt es sich wieder, dass es künstlerisch war, dass man ein solches Geräusch hinzugefügt hat.","Ich werde mich nicht viel mehr mit Umweltthemen auseinandersetzen, als ich es jetzt schon mache wegen bloss dieser Session. Als Experiment, der Fragebogen, den ich ausfüllen musste kam mir bekannt vor, so als ob ich den schonmal bei einem anderen Experiment ausfüllen musste. Und ich habe mir ständig Fragen gestellt bezüglich dem Studium und dem Fach. Ich mache mir eher mehr Gedanken diesbezüglich, als über das Umweltthema. Ich werde mich vielleicht noch mehr über virtual Reality informieren, wenn sich diese Gelegenheit bieten wird.","Ich glaube, die Erfahrung war zu wenig stark, als dass ich Konsequenzen sehen würde. Klar, ich habe mir schon Gedanken über meine persönlichen Handlungen bezüglich Umweltfreundlichkeit gemacht. Aber nicht besonders viel mehr, dass ich denke, ich müsste jetzt etwas an meinem Lebensstil ändern. Das ist etwas, wofür ich mehr Zeit brauchen würde, oder ein noch viel schlimmeres Beispiel, damit ich sofort meine Handlungen ändern würde. So braucht es einfach Zeit, bis ich meine Handlungen Schritt für Schritt umstellen werde. Ich mache schon kleine Sachen, aber es geht nicht von 0 auf 100.",2019-06-10T12:21:58Z,2,2,2,2,3,2,3,1,2,2,2,2,2,7,6,1,3,3,1,2,2,4,5,4,5,4,6,2,2,6,3,2,3,2,4,2,5,4,4,4,6,4,5,4,6,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,0,3,4,7,5,4,3,2,3,3,4,5,5,3,5,6,5,3,6,6,4,5,4,5,6,2,6,6,6,5,6,4,1,1992,21.104699074074073,2.0833333333333335,3.4761904761904763,4.066666666666666,NA,4.214285714285714,4.888888888888889,5.8
61825863,2,0.6474189600288902,85.9523809523809,"Besonders aufgefallen ist, dass die ganze Umgebung eine Annäherung an den Gletscher war. Man hat gemerkt, dass es den Gletscher darstellt, aber es war jetzt nicht 100% reell, wie als ob man mehrere Bilder gemacht und zusammengefügt hätte. Es war wie eine künstlerische Darstellung. Optisch war es so eher überzeugend. Beim rumlaufen im Raum, hatte man wirklich das Gefühl, in diesem virtuellen Raum herumzugehen. Bloss die anderen Sinne haben nicht gestummen. Kalte Luft hat gefehlt, und der Geruch... Ich weiss nicht, ob es wegen dem Sprecher war, dass ich keine Umgebungsgeräusche gehört habe, ausser dem Schmelzen, dass eher wie fliessendes Wasser getönt hat. Aber ja, man weiss ja nicht, wie sich das wirklich anhört. Da zeigt es sich wieder, dass es künstlerisch war, dass man ein solches Geräusch hinzugefügt hat.","Ich werde mich nicht viel mehr mit Umweltthemen auseinandersetzen, als ich es jetzt schon mache wegen bloss dieser Session. Als Experiment, der Fragebogen, den ich ausfüllen musste kam mir bekannt vor, so als ob ich den schonmal bei einem anderen Experiment ausfüllen musste. Und ich habe mir ständig Fragen gestellt bezüglich dem Studium und dem Fach. Ich mache mir eher mehr Gedanken diesbezüglich, als über das Umweltthema. Ich werde mich vielleicht noch mehr über virtual Reality informieren, wenn sich diese Gelegenheit bieten wird.","Ich glaube, die Erfahrung war zu wenig stark, als dass ich Konsequenzen sehen würde. Klar, ich habe mir schon Gedanken über meine persönlichen Handlungen bezüglich Umweltfreundlichkeit gemacht. Aber nicht besonders viel mehr, dass ich denke, ich müsste jetzt etwas an meinem Lebensstil ändern. Das ist etwas, wofür ich mehr Zeit brauchen würde, oder ein noch viel schlimmeres Beispiel, damit ich sofort meine Handlungen ändern würde. So braucht es einfach Zeit, bis ich meine Handlungen Schritt für Schritt umstellen werde. Ich mache schon kleine Sachen, aber es geht nicht von 0 auf 100.",2019-07-01T14:52:44Z,3,3,3,2,2,2,2,1,2,2,3,1,3,7,6,1,3,2,3,3,2,4,6,3,4,4,6,2,2,6,3,3,3,2,5,4,5,4,4,4,6,5,6,4,6,3,6,4,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,27,5,0,3,4,7,5,4,3,2,3,3,4,5,5,3,5,6,5,3,6,6,4,5,4,5,6,2,6,6,6,5,6,4,1,1992,21.104699074074073,2.1666666666666665,3.619047619047619,4.533333333333333,1.5294117647058822,4.214285714285714,4.888888888888889,5.8
03628723,1,-0.553141997183258,87.8709677419355,"Eindrücklich. Wie gesagt, ich hab das schon einmal gemacht, aber nicht so wie hier. Da ging es mehr darum, auf einem Stuhl zu sitzen und ein Ding darauf zu tun. So in einer realen Umgebung zu stehen und so in den Bergen war schon recht eindrücklich.","Ich muss sagen, ich bin mehr vom VR selbst beeindruckt, und nicht von dem Gletscherschmelzen. Nicht, weil es mich nicht kümmert, sondern, wenn man sich damit befasst sieht man solche Bilder auch sonst. Obwohl, natürlich es mal so zu sehen war schon recht cool. Man sieht zwar immer so die vorher/nachher Bilder im Internet aber es mal so über die Zeit, über die 250 Jahre zu sehen, ab der industriellen Revolution bis 2070, hat sicher einen Mehrwert.","Ich wüsste jetzt nichts. Nichts konkretes. Ich glaube, einfach grundsätzlich so das Bewusstsein darüber. Welches ich so oder so schon habe. Aber es so zu sehen, hilft sicher.  Und wenn, dann wird sicher so etwas zu erleben mehr zu einem Thema werden in der WG, wo man drüber sprechen wird.",2019-05-25T12:31:17Z,2,1,1,1,2,1,2,1,1,2,2,1,4,7,7,4,4,4,3,4,4,6,6,5,6,6,4,5,3,7,3,2,2,5,6,4,6,5,7,5,7,4,7,4,7,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,5,5,5,3,6,6,6,5,3,6,6,4,3,2,6,6,5,6,5,4,7,6,6,2,6,5,5,5,7,5,2,1993,13.10269675925926,1.4166666666666667,4.571428571428571,5.533333333333333,NA,4.642857142857143,5.666666666666667,5.6
03628723,2,0.09191003989050522,93.0322580645161,"Eindrücklich. Wie gesagt, ich hab das schon einmal gemacht, aber nicht so wie hier. Da ging es mehr darum, auf einem Stuhl zu sitzen und ein Ding darauf zu tun. So in einer realen Umgebung zu stehen und so in den Bergen war schon recht eindrücklich.","Ich muss sagen, ich bin mehr vom VR selbst beeindruckt, und nicht von dem Gletscherschmelzen. Nicht, weil es mich nicht kümmert, sondern, wenn man sich damit befasst sieht man solche Bilder auch sonst. Obwohl, natürlich es mal so zu sehen war schon recht cool. Man sieht zwar immer so die vorher/nachher Bilder im Internet aber es mal so über die Zeit, über die 250 Jahre zu sehen, ab der industriellen Revolution bis 2070, hat sicher einen Mehrwert.","Ich wüsste jetzt nichts. Nichts konkretes. Ich glaube, einfach grundsätzlich so das Bewusstsein darüber. Welches ich so oder so schon habe. Aber es so zu sehen, hilft sicher.  Und wenn, dann wird sicher so etwas zu erleben mehr zu einem Thema werden in der WG, wo man drüber sprechen wird.",2019-06-07T14:59:10Z,1,2,2,1,2,1,1,1,1,2,1,1,4,7,6,4,4,4,3,4,4,6,6,5,6,6,5,5,3,7,4,3,3,4,6,4,6,5,4,4,7,4,7,4,6,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,5,5,5,3,6,6,6,5,3,6,6,4,3,2,6,6,5,6,5,4,7,6,6,2,6,5,5,5,7,5,2,1993,13.10269675925926,1.3333333333333333,4.714285714285714,5.066666666666666,NA,4.642857142857143,5.666666666666667,5.6
38483166,1,-0.18920894236755592,68.3157894736842,"Es war spannend. Aufgefallen ist mir, dass es so ein wenig comic-artig designed war. Zum Beispiel die Wolken, die ein wenig comic-artig gemalt waren. Gleichzeitig kam es mir doch auch real vor, auf dem Podest zu stehen und runter zu schauen.","Es gab mir einen Einblick auf virtual Reality. Auf die Umwelt eigentlich nichts neues, weil es Themen sind, die man eigentlich kennt. Ich war auch schon selbst dort, und dementsprechend haben wir das auch schon besprochen. Also dass er schon sehr zurückgegangen ist, man hat auch schon Bilder gesehen. Und dass Gletscher schmelzen ist realität, leider, deshalb hat es mich auch nicht mega geschockt.","Nein. Ich würde Lügen, wenn ich ja sagen würde.",2019-05-17T15:59:42Z,1,1,1,1,2,1,1,1,1,2,1,1,3,7,6,4,4,3,5,4,4,3,5,5,6,6,6,5,5,7,5,4,4,5,6,5,6,5,4,4,7,5,7,4,7,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,1,3,6,4,6,6,4,5,4,1,3,5,5,4,5,1,7,7,7,7,7,7,7,7,7,2,7,6,7,5,7,4,3,1993,44.69788194444445,1.1666666666666667,4.809523809523809,5.266666666666667,NA,4.214285714285714,7,6.4
38483166,2,0.389565290236753,67.7948717948718,"Es war spannend. Aufgefallen ist mir, dass es so ein wenig comic-artig designed war. Zum Beispiel die Wolken, die ein wenig comic-artig gemalt waren. Gleichzeitig kam es mir doch auch real vor, auf dem Podest zu stehen und runter zu schauen.","Es gab mir einen Einblick auf virtual Reality. Auf die Umwelt eigentlich nichts neues, weil es Themen sind, die man eigentlich kennt. Ich war auch schon selbst dort, und dementsprechend haben wir das auch schon besprochen. Also dass er schon sehr zurückgegangen ist, man hat auch schon Bilder gesehen. Und dass Gletscher schmelzen ist realität, leider, deshalb hat es mich auch nicht mega geschockt.","Nein. Ich würde Lügen, wenn ich ja sagen würde.",2019-07-01T08:44:39Z,2,1,1,1,2,1,1,1,1,1,1,1,4,7,7,4,4,4,5,4,5,7,6,5,7,7,4,5,5,7,5,4,4,5,4,5,6,5,3,4,7,5,7,3,7,5,7,4,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,26,5,1,3,6,4,6,6,4,5,4,1,3,5,5,4,5,1,7,7,7,7,7,7,7,7,7,2,7,6,7,5,7,4,3,1993,44.69788194444445,1.1666666666666667,5.238095238095238,5.133333333333334,1.4705882352941178,4.214285714285714,7,6.4
21312974,1,-0.3850902120847184,76.8717948717949,"Ehm es war sehr interessant. Also ich meinte, die Bilder waren nicht absolut 100% real. Und mir war immer klar, dass ich in so einem Setting war, wo ich mir alles etwas vorstellen müsste. Aber mir war alles etwas klarer und genauer gezeigt. Und ich habe mir gedacht, wie könnte ich das zum Beispiel als Lehrer nutzen. Und ich dachte, ja hier ist mir alles sehr interessant zu sehen.","Es war doch ein sehr interessantes Erlebnis. Vorallem, muss ich ehrlich sagen, dass, was man das mit VR machen kann, ist interessanter für mich. Weil alles über Klimawandel ist mir ein bisschen schon: Jaja ich weiss es. Und zum Beispiel das zu sehen mit dem Aletsch Gletscher find ich doch sehr wichtig. Klar, wir denken nicht genug daran, aber zum Beispiel in meinem Heimatland sind wir für Koalas bekannt. Und ich weiss schon, die Koalas sind schon am aussterben.   Aber ich als Mensch, kann nicht mehr leisten, als ich schon jetzt mache. Um Politisch aktiv zu sein, das mit den anderen Menschen diskutieren, meinen Beitrag selber leisten. Und es ist ja sehr schade, dass es mir Bewusst ist, und ich arbeite selber sehr gut dran. Ich kann aber nicht alle Schulden der Welt auf meinen Schultern tragen. Ich muss das einfach weiter Besprechen und weiter Diskutieren. aber zum Beispiel ich nehme das mit, dass VR doch ein sehr gutes Erlebnis ist, das irgendwie beizubringen, weil dann ist das irgendwie klarer, weil die Zeit auch schneller vergeht in VR als in der Realität. Ich sehe das als grosses Problem mit dem Klimawandel zu verstehen, weil die Leute sehen das nicht, weil es viel zu langsam geht, in dem Sinne, dass die Leute das nicht sehen in der Zeit. Und sie müssen Abstand halten, um das zu sehen. Nein, es ist ein Prozess,  und relativ ist es ein sehr schneller Prozess, aber im Vergleich zum Alltag des Menschen ist es wirklich langsam. Und so ein VR-Projekt kann sehr gut zeigen, was der Unterschied ist.","Nein, weil ich schon ein paar Beiträge dazu mache. Ich versuche, soviel wie möglich meinen Beitrag dazu hoch zu halten. Wie du vorher gesehen hast, musst ich etwas aus Plastik-Geschirr essen. Einweg-Plastik ist ein sehr grosses Thema für mich, weil ich sehr oft unterwegs bin und keine Zeit habe. Aber ja, das ist etwas, das wir als Gesellschaft verändern werden müssen. Ich persönlich finde, dass ich schon genug mache. Es gibt immer noch mehr, das ich machen kann, aber wichtiger ist, dass wir das diskutieren, damit alle einen Beitrag dazu leisten.",2019-06-09T16:49:25Z,3,1,1,1,1,1,1,1,1,1,1,1,5,7,7,4,5,4,5,5,4,6,7,5,6,7,7,5,5,7,5,4,4,5,7,5,6,5,4,5,6,5,7,3,7,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6,0,2,5,6,5,4,5,6,2,2,7,6,4,4,4,1,6,7,1,5,4,3,7,7,7,3,5,5,7,5,6,4,1,1989,4.692048611111111,1.1666666666666667,5.428571428571429,5.333333333333333,NA,4.357142857142857,5.222222222222222,5.6
21312974,2,0.25151295648173866,66.3421052631579,"Ehm es war sehr interessant. Also ich meinte, die Bilder waren nicht absolut 100% real. Und mir war immer klar, dass ich in so einem Setting war, wo ich mir alles etwas vorstellen müsste. Aber mir war alles etwas klarer und genauer gezeigt. Und ich habe mir gedacht, wie könnte ich das zum Beispiel als Lehrer nutzen. Und ich dachte, ja hier ist mir alles sehr interessant zu sehen.","Es war doch ein sehr interessantes Erlebnis. Vorallem, muss ich ehrlich sagen, dass, was man das mit VR machen kann, ist interessanter für mich. Weil alles über Klimawandel ist mir ein bisschen schon: Jaja ich weiss es. Und zum Beispiel das zu sehen mit dem Aletsch Gletscher find ich doch sehr wichtig. Klar, wir denken nicht genug daran, aber zum Beispiel in meinem Heimatland sind wir für Koalas bekannt. Und ich weiss schon, die Koalas sind schon am aussterben.   Aber ich als Mensch, kann nicht mehr leisten, als ich schon jetzt mache. Um Politisch aktiv zu sein, das mit den anderen Menschen diskutieren, meinen Beitrag selber leisten. Und es ist ja sehr schade, dass es mir Bewusst ist, und ich arbeite selber sehr gut dran. Ich kann aber nicht alle Schulden der Welt auf meinen Schultern tragen. Ich muss das einfach weiter Besprechen und weiter Diskutieren. aber zum Beispiel ich nehme das mit, dass VR doch ein sehr gutes Erlebnis ist, das irgendwie beizubringen, weil dann ist das irgendwie klarer, weil die Zeit auch schneller vergeht in VR als in der Realität. Ich sehe das als grosses Problem mit dem Klimawandel zu verstehen, weil die Leute sehen das nicht, weil es viel zu langsam geht, in dem Sinne, dass die Leute das nicht sehen in der Zeit. Und sie müssen Abstand halten, um das zu sehen. Nein, es ist ein Prozess,  und relativ ist es ein sehr schneller Prozess, aber im Vergleich zum Alltag des Menschen ist es wirklich langsam. Und so ein VR-Projekt kann sehr gut zeigen, was der Unterschied ist.","Nein, weil ich schon ein paar Beiträge dazu mache. Ich versuche, soviel wie möglich meinen Beitrag dazu hoch zu halten. Wie du vorher gesehen hast, musst ich etwas aus Plastik-Geschirr essen. Einweg-Plastik ist ein sehr grosses Thema für mich, weil ich sehr oft unterwegs bin und keine Zeit habe. Aber ja, das ist etwas, das wir als Gesellschaft verändern werden müssen. Ich persönlich finde, dass ich schon genug mache. Es gibt immer noch mehr, das ich machen kann, aber wichtiger ist, dass wir das diskutieren, damit alle einen Beitrag dazu leisten.",2019-06-14T09:25:58Z,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,3,7,5,4,4,7,5,5,7,5,5,5,5,7,4,6,5,4,5,7,1,7,4,7,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6,0,2,5,6,5,4,5,6,2,2,7,6,4,4,4,1,6,7,1,5,4,3,7,7,7,3,5,5,7,5,6,4,1,1989,4.692048611111111,1,5.0476190476190474,5.133333333333334,NA,4.357142857142857,5.222222222222222,5.6
18816047,1,0.33844729673373863,99.0526315789474,"Es hat mir gefallen und ich habe es schön gefunden, dass das meiste hier war auf dieser Seite und nicht so das drumherum. Genau. Und ich habe es auch wirklich echt gefunden. Es hat nur noch die Luft gefehlt, oder so. Aber sonst hatte ich das Gefühl, wirklich dort gewesen zu sein.","Dass es so nicht weiter gehen kann mit dem Klimawandel. Weil es sonst den Aletsch Gletscher nicht mehr gibt. Aber sonst auch andere Orte und so. Auch Polar Bäre und so, die werden kein zu Hause mehr haben. Darum sollte man für die Umwelt etwas machen.",Dass man im Haushalt darauf achtet und zum Beispiel nicht so viel Wasser oder Strom verbraucht. Genau. Ja.,2019-06-12T19:07:18Z,2,3,1,1,1,1,1,1,1,1,3,1,1,7,7,1,3,5,2,4,4,4,6,5,6,4,6,4,3,7,3,5,3,5,5,5,7,3,3,5,6,5,5,5,7,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,1,2,5,6,6,3,6,6,6,6,6,5,6,6,5,6,7,7,7,7,6,2,7,7,1,1,7,7,6,6,7,4,1,1993,12.816018518518518,1.4166666666666667,4.285714285714286,5,NA,5.571428571428571,5.666666666666667,6.6
18816047,2,-0.23002004692403577,101.205128205128,"Es hat mir gefallen und ich habe es schön gefunden, dass das meiste hier war auf dieser Seite und nicht so das drumherum. Genau. Und ich habe es auch wirklich echt gefunden. Es hat nur noch die Luft gefehlt, oder so. Aber sonst hatte ich das Gefühl, wirklich dort gewesen zu sein.","Dass es so nicht weiter gehen kann mit dem Klimawandel. Weil es sonst den Aletsch Gletscher nicht mehr gibt. Aber sonst auch andere Orte und so. Auch Polar Bäre und so, die werden kein zu Hause mehr haben. Darum sollte man für die Umwelt etwas machen.",Dass man im Haushalt darauf achtet und zum Beispiel nicht so viel Wasser oder Strom verbraucht. Genau. Ja.,2019-06-25T14:42:22Z,1,1,1,1,1,1,1,1,1,1,2,1,4,7,7,1,4,4,4,5,5,4,7,4,7,7,6,4,4,7,3,5,3,5,6,4,7,5,3,5,7,4,7,5,7,5,7,5,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,26,5,1,2,5,6,6,3,6,6,6,6,6,5,6,6,5,6,7,7,7,7,6,2,7,7,1,1,7,7,6,6,7,4,1,1993,12.816018518518518,1.0833333333333333,4.857142857142857,5.466666666666667,1.588235294117647,5.571428571428571,5.666666666666667,6.6
53946794,1,0.40974165198139834,91.2222222222222,"Ich fand es eigentlich ziemlich angenehm und konnte mich ziemlich reingeben. Ich hatte das Gefühl, dass ich mich ziemlich reingeben konnte, und nicht das Gefühl hatte, noch im realen Raum zu sein. Ich fand es recht interessant und es war schön, den Aletsch Gletscher zu beobachten.","Ein eindrückliches Bild, wie sich der Gletscher verändert hat und sich noch verändern wird. Wie spannend dass es ist, im virtuellen Raum unterwegs zu sein.","Ich bin allgemein darauf bedacht, die Umwelt nicht zu fest zu schädigen. Und werde so weitermachen.",2019-06-26T09:17:03Z,4,1,1,1,2,1,2,1,1,2,1,1,4,6,6,4,4,5,3,4,4,7,6,4,7,6,6,5,3,7,2,4,3,4,4,4,4,4,4,4,6,5,7,2,6,4,5,4,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,28,5,0,3,6,1,7,3,6,6,3,6,5,5,3,5,3,1,6,6,6,7,6,7,6,6,5,2,7,6,6,6,7,4,3,1991,5.366053240740741,1.5,4.761904761904762,4.466666666666667,1.588235294117647,4.285714285714286,6.111111111111111,6.4
53946794,2,0.294925815999758,91.3529411764706,"Ich fand es eigentlich ziemlich angenehm und konnte mich ziemlich reingeben. Ich hatte das Gefühl, dass ich mich ziemlich reingeben konnte, und nicht das Gefühl hatte, noch im realen Raum zu sein. Ich fand es recht interessant und es war schön, den Aletsch Gletscher zu beobachten.","Ein eindrückliches Bild, wie sich der Gletscher verändert hat und sich noch verändern wird. Wie spannend dass es ist, im virtuellen Raum unterwegs zu sein.","Ich bin allgemein darauf bedacht, die Umwelt nicht zu fest zu schädigen. Und werde so weitermachen.",2019-07-01T18:04:10Z,2,1,1,1,1,1,1,1,1,4,1,1,5,6,4,4,4,5,4,4,4,7,6,4,7,6,6,5,4,7,1,3,3,4,4,4,4,4,6,4,7,5,7,1,6,4,4,4,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,28,5,0,3,6,1,7,3,6,6,3,6,5,5,3,5,3,1,6,6,6,7,6,7,6,6,5,2,7,6,6,6,7,4,3,1991,5.366053240740741,1.3333333333333333,4.714285714285714,4.533333333333333,1.4705882352941178,4.285714285714286,6.111111111111111,6.4
