id,time,iat,StartDate,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,age,edu,sex,pol,ipq1,ipq2,ipq3,ipq4,ipq5,ipq6,ipq7,ipq8,ipq9,ipq10,ipq11,ipq12,ipq13,ipq14,sod_1,sod_2,sod_3,sod_4,sod_5,sod_6,sod_7,sod_8,sod_9,vr_exp,vr_eval1,vr_eval2,vr_eval3,vr_eval4,vr_eval5,span,seen,yearOfBirth,timeBtwnTestings_inH,condition,Frage1,Frage2,Frage3,OQ_Design+,OQ_Design-,OQ_alreadyAware,OQ_personalConsequences,OQ_Realism,OQ_Abstractness,OQ_positiveExperience,OQ_personaMemoriesl,OQ_generalConsequences,OQ_fidelity+,OQ_fidelity-,hr_mean,Leiter,Anmerkungen,Zeit,nep,nr,ccs,ipq,sod,ses
53932038,1,-0.2196933768129747,NA,1,1,1,1,2,1,1,1,1,1,1,1,2,4,5,1,5,1,1,5,4,2,5,5,1,5,1,5,2,5,2,1,1,5,4,2,2,4,2,2,1,5,5,5,1,2,5,5,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,21,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,7,7,4,2,NA,NA,text.bild,"Es war eine spannende Geschichte. Alle Bilder waren aber Simulationen und nicht echte Bilder. Ich fand es vor allem für die Beschreibungen des Gletschers aus der Vergangenheit komisch, dass man nicht echte Bilder verwendet. Ich denke es wäre überzeugender gewesen, wenn man echte Bilder benutzt hätte.",Es ist krass was der Mensch alles auswirken kann. Jedoch ist mir dies auch wegen meinem Geo Studium schon vorher klar gewesen.,Ich werde nicht mehr machen als ich sonst schon mache.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,03:26,3.3333333333333335,3,1.0833333333333333,NA,NA,1.2352941176470589
53932038,2,-0.5297791374578371,NA,1,1,1,1,2,1,1,1,5,4,1,1,2,1,2,1,4,1,1,4,2,4,5,5,1,5,1,4,1,1,5,1,1,5,2,4,5,4,2,5,5,5,5,1,5,2,4,4,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,21,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,7,7,4,2,NA,NA,text.bild,"Es war eine spannende Geschichte. Alle Bilder waren aber Simulationen und nicht echte Bilder. Ich fand es vor allem für die Beschreibungen des Gletschers aus der Vergangenheit komisch, dass man nicht echte Bilder verwendet. Ich denke es wäre überzeugender gewesen, wenn man echte Bilder benutzt hätte.",Es ist krass was der Mensch alles auswirken kann. Jedoch ist mir dies auch wegen meinem Geo Studium schon vorher klar gewesen.,Ich werde nicht mehr machen als ich sonst schon mache.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,03:26,3.8666666666666667,2.4761904761904763,1.6666666666666667,NA,NA,1.3529411764705883
79051050,1,0.27767432598013614,NA,2,2,1,1,3,1,2,1,1,1,2,2,4,2,4,2,4,2,1,3,3,5,3,5,4,4,3,4,3,4,4,3,1,4,2,5,4,4,1,4,5,5,5,2,5,4,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,20,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,6,6,4,2,NA,NA,text.bild,"Es war sehr sympathisch, dass der Erzähler mich direkt angesprochen hat und so konnte ich mich auch gut mit dem Erzähler identifizieren.","Dass wir Menschen mehr auf die Umwelt achten sollen, wenn wir wollen, dass die natürlichen Ressourcen uns noch lange zur Verfügung stehen.","Ich denke ich werde nicht viel mehr machen als ich sowieso schon probiere, weil ich zum Beispiel bei Lebensmittel schon sehr darauf achte und ich denke noch mehr zu machen wäre fast ein bisschen schwierg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,Möchte die Ergebnisse der Studie sehen,02:27,3.8666666666666667,3.238095238095238,1.5833333333333333,NA,NA,1.2941176470588236
79051050,2,0.26759898146482625,NA,2,1,2,1,2,1,2,2,1,3,2,1,4,4,5,3,3,2,1,2,4,4,4,4,4,4,4,2,2,5,4,3,1,4,4,4,4,4,1,4,4,5,5,2,5,4,4,5,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,20,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,6,6,4,2,NA,NA,text.bild,"Es war sehr sympathisch, dass der Erzähler mich direkt angesprochen hat und so konnte ich mich auch gut mit dem Erzähler identifizieren.","Dass wir Menschen mehr auf die Umwelt achten sollen, wenn wir wollen, dass die natürlichen Ressourcen uns noch lange zur Verfügung stehen.","Ich denke ich werde nicht viel mehr machen als ich sowieso schon probiere, weil ich zum Beispiel bei Lebensmittel schon sehr darauf achte und ich denke noch mehr zu machen wäre fast ein bisschen schwierg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,Möchte die Ergebnisse der Studie sehen,02:27,3.933333333333333,3.2857142857142856,1.6666666666666667,NA,NA,1.3529411764705883
36722785,1,-0.2041495530630636,NA,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,3,2,5,5,5,2,5,5,5,5,2,5,4,4,5,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,54,6,W,3,2,2,5,5,2,2,4,2,4,1,6,2,2,1,6,7,3,7,3,2,7,7,6,NA,6,3,4,3,2,4,3,NA,NA,video,der Film war grau und trüb und richtig düster und sehr laut.,der Klimwawandel ist nichts gutes,"Ja vielleicht. Das nächste Mal wenn ich mir überlege das Auto zu nehmen, nehme ich vielleicht trotzdem den Zug.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,möchte die Ergebnisse/die Studie lesen,NA,4.133333333333334,4.619047619047619,1,2.857142857142857,5.333333333333333,1.5294117647058822
36722785,2,-0.5714918219420988,NA,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,3,5,5,3,5,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,54,6,W,3,2,2,5,5,2,2,4,2,4,1,6,2,2,1,6,7,3,7,3,2,7,7,6,NA,6,3,4,3,2,4,3,NA,NA,video,der Film war grau und trüb und richtig düster und sehr laut.,der Klimwawandel ist nichts gutes,"Ja vielleicht. Das nächste Mal wenn ich mir überlege das Auto zu nehmen, nehme ich vielleicht trotzdem den Zug.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,möchte die Ergebnisse/die Studie lesen,NA,4.4,4.809523809523809,1,2.857142857142857,5.333333333333333,1.411764705882353
65954050,1,0.03410646385471441,NA,2,1,3,1,4,1,2,2,1,2,2,4,1,2,4,4,2,1,2,3,4,4,4,2,5,2,4,2,4,5,2,2,2,4,2,5,2,4,1,4,4,4,3,2,5,4,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,21,4,M,5,4,6,6,5,5,5,4,3,7,6,5,4,2,1,6,3,2,3,5,3,4,5,3,NA,7,5,6,5,7,4,2,NA,NA,video,"Das Video ""zieht einem rein"" und es geht einem Nahe. Die Darstellung wie der Gletscher schmilzt ist sher gut und faszinierend.","Fand es sehr interessant, dass die Auswirkungen auf den Gletscher so krass sind",Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,Möchte die Ergebnisse der Studie sehen,NA,3.2,2.9047619047619047,2.0833333333333335,4.5,3.7777777777777777,1.2941176470588236
65954050,2,0.569424335503405,NA,4,4,4,4,4,3,5,4,2,4,4,4,4,2,2,2,2,1,4,4,4,2,4,2,5,2,4,4,4,4,2,4,2,4,2,4,2,3,1,5,4,5,2,2,4,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,21,4,M,5,4,6,6,5,5,5,4,3,7,6,5,4,2,1,6,3,2,3,5,3,4,5,3,NA,7,5,6,5,7,4,2,NA,NA,video,"Das Video ""zieht einem rein"" und es geht einem Nahe. Die Darstellung wie der Gletscher schmilzt ist sher gut und faszinierend.","Fand es sehr interessant, dass die Auswirkungen auf den Gletscher so krass sind",Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,Möchte die Ergebnisse der Studie sehen,NA,3.066666666666667,3.0476190476190474,3.8333333333333335,4.5,3.7777777777777777,1.3529411764705883
18203422,1,-0.4425996057321806,NA,2,1,1,1,2,2,3,2,1,1,1,3,2,5,4,2,4,4,3,5,5,5,4,5,4,4,5,4,4,5,4,4,4,4,4,4,2,4,2,5,4,5,5,3,5,4,5,5,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,29,4,M,2,2,6,7,1,2,2,4,5,6,5,2,2,3,3,6,4,3,3,2,1,4,4,2,NA,3,1,5,5,2,4,2,NA,NA,video,"Der Film war in schlechter Qualität, das hat mich gestört.","nicht so viel, weil mich das Thema auch sonst schon sehr interessiert. Deshalb weiss ich schon viel darüber.",Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,Möchte die Ergebnisse der Studie sehen,NA,4.066666666666666,4.095238095238095,1.6666666666666667,3.5714285714285716,3.2222222222222223,1.3529411764705883
18203422,2,-0.4646392995102051,NA,2,1,1,1,1,1,2,1,1,2,1,1,4,5,4,4,4,4,3,4,4,5,4,5,4,4,5,4,3,5,4,4,4,4,3,5,2,5,1,5,5,4,5,2,5,4,4,5,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,29,4,M,2,2,6,7,1,2,2,4,5,6,5,2,2,3,3,6,4,3,3,2,1,4,4,2,NA,3,1,5,5,2,4,2,NA,NA,video,"Der Film war in schlechter Qualität, das hat mich gestört.","nicht so viel, weil mich das Thema auch sonst schon sehr interessiert. Deshalb weiss ich schon viel darüber.",Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,Möchte die Ergebnisse der Studie sehen,NA,3.933333333333333,4.142857142857143,1.25,3.5714285714285716,3.2222222222222223,1.411764705882353
65765495,1,-0.10868110883973515,NA,4,1,1,1,1,1,1,1,1,1,1,1,2,5,5,4,4,4,4,5,4,4,5,5,2,5,4,4,4,5,5,3,5,3,4,5,2,5,2,5,5,5,5,4,5,5,4,5,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,22,4,W,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,6,4,2,NA,NA,text,"Die Zahlen zu lesen und zu merken wie rasant der Gletscher zurückgeht hat mich schockiert. Ebenfalls habe ich es gut gefunden, dass der Forscher mich mit der direkten Rede angesprochen hat.","Durch das benatworten des Fragebogens habe ich mich damit beschäftigt mich zu fragen, wie viel ich denn wirklich für den Klimaschutz mache. I","Mir ist es schon wichtig mich vielleicht auch in Zukunft mich mehr zu achte was ich konsumiere. Denn es ist wirklich so, dass das Individuum verantwortlich ist für den Klimawandel.Der Text verdeutlichte sehr, dass der Klimawandel ein ernstes Problem darstellt. Jeder muss bei sich anfangen Dinge zu ändern und auch ich werde mich vermehrt darauf auchten.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,01:36,4.266666666666667,4.190476190476191,1.25,NA,NA,1.4705882352941178
65765495,2,0.6259550809717238,NA,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,2,4,4,4,4,5,4,4,4,4,4,3,5,5,4,4,4,4,5,3,5,2,5,5,4,5,4,5,5,2,5,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,22,4,W,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,6,4,2,NA,NA,text,"Die Zahlen zu lesen und zu merken wie rasant der Gletscher zurückgeht hat mich schockiert. Ebenfalls habe ich es gut gefunden, dass der Forscher mich mit der direkten Rede angesprochen hat.","Durch das benatworten des Fragebogens habe ich mich damit beschäftigt mich zu fragen, wie viel ich denn wirklich für den Klimaschutz mache. I","Mir ist es schon wichtig mich vielleicht auch in Zukunft mich mehr zu achte was ich konsumiere. Denn es ist wirklich so, dass das Individuum verantwortlich ist für den Klimawandel.Der Text verdeutlichte sehr, dass der Klimawandel ein ernstes Problem darstellt. Jeder muss bei sich anfangen Dinge zu ändern und auch ich werde mich vermehrt darauf auchten.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,01:36,4.2,4.142857142857143,1,NA,NA,1.4705882352941178
34825770,1,-0.2140683142088023,NA,4,2,1,1,4,3,4,3,2,3,3,4,4,5,4,2,5,1,4,4,5,5,5,5,3,5,5,4,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,4,5,3,5,5,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,21,4,W,3,5,7,5,3,3,5,3,3,5,2,6,2,1,1,6,5,3,3,3,2,3,7,5,NA,5,1,3,1,3,4,3,NA,NA,video,"Mir ist aufgefallen, dass immer wenn der Erzähler sagte ""schaut dort hin"" die Kamera nicht dort hin ging, das störte mich. Ebenfalls fand ich die Grafik schlecht.",Die Umwelt geht durch die Menschen kaputt,"Nein, weil ich schon umwelbewusst lebe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,NA,4.466666666666667,4.190476190476191,2.8333333333333335,3.642857142857143,4.111111111111111,1.411764705882353
34825770,2,0.25365114878149697,NA,5,1,4,1,4,1,4,1,1,2,1,2,4,5,5,1,5,1,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,4,5,5,2,4,2,5,5,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,21,4,W,3,5,7,5,3,3,5,3,3,5,2,6,2,1,1,6,5,3,3,3,2,3,7,5,NA,5,1,3,1,3,4,3,NA,NA,video,"Mir ist aufgefallen, dass immer wenn der Erzähler sagte ""schaut dort hin"" die Kamera nicht dort hin ging, das störte mich. Ebenfalls fand ich die Grafik schlecht.",Die Umwelt geht durch die Menschen kaputt,"Nein, weil ich schon umwelbewusst lebe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,NA,4.133333333333334,4.476190476190476,2.25,3.642857142857143,4.111111111111111,1.5294117647058822
47365499,1,0.7302142026552974,NA,2,1,1,1,1,1,1,2,1,1,1,2,3,4,4,2,4,3,1,4,5,4,5,5,3,4,1,5,1,5,5,4,1,5,2,3,3,5,2,4,4,4,4,2,3,5,3,5,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,1,24,4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,6,4,2,NA,NA,text,"Die Geschichte war sehr informativ. Es ist ziemlich neutral geschrieben und ich hatte nicht das Gefühl, dass der Erzähler probierte mir ein schlechtes Gewissen einzureden. Es war sehr objektiv.","Ich hatte den Eindruck, dass es mir beim Test einfacher ging das negative mit dem menschemachten und das positive mit dem natürlichen zuzuordnen. Ebenfalls hatte ich den Eindruck, dass der Fragebogen der selbe war, wie der den ich schon einmal ausgefüllt habe und ich fand es schwer wieder das gleiche anzukreuzen. Das zeigte mir dann irgendwie, dass die eigene Meinung die man hat irgendwie nicht o konsistent ist.","Nicht zwingend. Ich hatte das Gefühl man hat nur inputs gegeben und nicht wirklich feedback bekommen. So weiss ich ja dann nicht ob das was ich mache gut oder schlecht ist oder ob meine Meinung gut oder schlecht ist. Deshalb denke ich, dass meine Meinung auch so bleiben wird. Ebenfalls war mir schon vorher bewusst, dass die Gletscherschmelze eine Folge des Klimawandels ist.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:45,3.6,3.4761904761904763,1.25,NA,NA,1.5294117647058822
47365499,2,0.6574603458730426,NA,2,1,1,1,1,1,1,2,1,1,1,2,2,3,4,2,4,2,1,4,5,3,5,5,3,2,1,5,2,5,5,3,1,4,2,3,3,4,3,2,5,5,4,2,3,5,4,5,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,24,4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,6,4,2,NA,NA,text,"Die Geschichte war sehr informativ. Es ist ziemlich neutral geschrieben und ich hatte nicht das Gefühl, dass der Erzähler probierte mir ein schlechtes Gewissen einzureden. Es war sehr objektiv.","Ich hatte den Eindruck, dass es mir beim Test einfacher ging das negative mit dem menschemachten und das positive mit dem natürlichen zuzuordnen. Ebenfalls hatte ich den Eindruck, dass der Fragebogen der selbe war, wie der den ich schon einmal ausgefüllt habe und ich fand es schwer wieder das gleiche anzukreuzen. Das zeigte mir dann irgendwie, dass die eigene Meinung die man hat irgendwie nicht o konsistent ist.","Nicht zwingend. Ich hatte das Gefühl man hat nur inputs gegeben und nicht wirklich feedback bekommen. So weiss ich ja dann nicht ob das was ich mache gut oder schlecht ist oder ob meine Meinung gut oder schlecht ist. Deshalb denke ich, dass meine Meinung auch so bleiben wird. Ebenfalls war mir schon vorher bewusst, dass die Gletscherschmelze eine Folge des Klimawandels ist.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:45,3.6,3.1904761904761907,1.25,NA,NA,1.5294117647058822
46880461,1,-0.13522599150746928,NA,2,2,2,1,2,2,2,2,1,3,3,1,4,5,5,3,4,2,3,4,4,4,4,4,4,3,3,3,4,5,3,4,2,3,5,4,4,4,2,4,4,5,4,3,5,4,5,3,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,22,4,W,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,2,1,NA,NA,text.bild,"Der Forscher der die Geschichte erzählt hat, hat oft von persönlichen Erlebnissen gesprochen. Er hat nicht nur wissenschaftliche Facts geliefert, sondern wie eine richtige Geschichte erzählt, was das ganze sehr gut lesbar gemacht hat.","Es ist sicher wichtig, dass man sich dem Klimawandel bewusst sein sollte und man die Auswirkungen beim Gletscher sehr gut sieht. Wir alle sollten etwas beitragen und uns auch um die nächsten Generationen sorgen.","Ich denke dafür war es zu kurz, dass ich jetzt voll die krasse Erkenntnis bekommen hätte. Aber es ist sicher wichtig, dass es einem bewusst ist.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,03:00,3.933333333333333,3.6666666666666665,1.9166666666666667,NA,NA,1.411764705882353
46880461,2,0.5009028364150065,NA,2,1,1,1,1,1,2,1,5,4,1,2,4,4,5,4,3,3,2,3,4,3,2,4,3,3,4,3,4,4,3,4,4,4,4,4,2,5,1,5,4,4,4,3,5,3,4,4,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,22,4,W,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,2,1,NA,NA,text.bild,"Der Forscher der die Geschichte erzählt hat, hat oft von persönlichen Erlebnissen gesprochen. Er hat nicht nur wissenschaftliche Facts geliefert, sondern wie eine richtige Geschichte erzählt, was das ganze sehr gut lesbar gemacht hat.","Es ist sicher wichtig, dass man sich dem Klimawandel bewusst sein sollte und man die Auswirkungen beim Gletscher sehr gut sieht. Wir alle sollten etwas beitragen und uns auch um die nächsten Generationen sorgen.","Ich denke dafür war es zu kurz, dass ich jetzt voll die krasse Erkenntnis bekommen hätte. Aber es ist sicher wichtig, dass es einem bewusst ist.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,03:00,3.7333333333333334,3.4761904761904763,1.8333333333333333,NA,NA,1.3529411764705883
12754645,1,0.2621758397083483,NA,1,1,1,1,2,1,1,1,1,2,1,1,4,4,4,2,4,2,1,4,4,5,5,4,2,5,4,4,4,5,4,4,3,4,4,4,2,5,2,5,5,5,5,4,5,5,5,5,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,22,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,6,6,4,2,NA,NA,text.bild,Die Geschichte war einfach geschrieben und der Erzähler hat mich direkt angesprochen.,Man sollte mehr auf die Umwelt achten und sich umweltbewusster Verhalten.,Ich probiere weniger umweltschädliche Aktivitäten zu machen.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:41,4.333333333333333,3.7142857142857144,1.1666666666666667,NA,NA,1.3529411764705883
12754645,2,0.03682982324906236,NA,1,1,1,1,2,1,2,1,1,1,2,1,4,4,4,2,4,2,1,4,5,4,5,4,2,4,5,4,4,5,4,4,3,4,2,4,3,5,2,5,2,5,5,2,4,4,5,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,22,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,6,6,4,2,NA,NA,text.bild,Die Geschichte war einfach geschrieben und der Erzähler hat mich direkt angesprochen.,Man sollte mehr auf die Umwelt achten und sich umweltbewusster Verhalten.,Ich probiere weniger umweltschädliche Aktivitäten zu machen.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:41,3.7333333333333334,3.7142857142857144,1.25,NA,NA,1.2352941176470589
31133719,1,0.3507583473457938,NA,3,1,1,1,1,1,1,1,1,4,1,1,4,5,4,4,5,5,3,4,4,4,5,5,5,3,5,4,4,5,4,3,4,5,2,5,3,5,3,5,4,5,5,5,5,3,3,5,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,62,7,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,4,3,NA,NA,text.bild,Es war eine Zeitreise mit dem Forscher Tyndall.,"Ich verstehe nicht genau, was das Ziel ganz genau ist, oder auf was ihr hier heraus wollt.",Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:19,4.2,4.238095238095238,1.4166666666666667,NA,NA,1.588235294117647
31133719,2,0.458803671313368,NA,1,1,1,1,1,1,1,1,1,2,1,1,5,4,3,4,4,5,4,5,4,4,2,3,5,4,5,4,4,5,5,4,3,5,2,4,4,4,3,5,5,5,5,5,5,4,2,5,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,62,7,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,4,3,NA,NA,text.bild,Es war eine Zeitreise mit dem Forscher Tyndall.,"Ich verstehe nicht genau, was das Ziel ganz genau ist, oder auf was ihr hier heraus wollt.",Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:19,4.2,4.095238095238095,1.0833333333333333,NA,NA,1.6470588235294117
10270950,1,0.1625986200295053,NA,1,1,1,1,1,1,3,1,1,2,2,1,1,5,2,1,1,1,1,1,1,1,5,1,2,2,2,1,1,5,3,2,1,4,2,4,3,4,3,4,5,4,5,4,4,4,2,4,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,21,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,6,4,2,NA,NA,text,Die Geschichte war informativ,Die Auswirkungen die wir Menschen auf die Natur haben und in diesem Beispiel jetzt spezifisch auf den Gletscher bezogen.,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:48,3.7333333333333334,1.9047619047619047,1.3333333333333333,NA,NA,1.588235294117647
10270950,2,-0.3220119490993277,NA,1,1,1,1,2,1,1,1,1,2,1,2,1,5,5,1,3,1,1,1,1,4,5,3,1,2,2,1,3,5,3,3,1,4,2,4,2,5,2,4,5,5,5,4,5,5,2,4,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,21,4,W,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,6,4,2,NA,NA,text,Die Geschichte war informativ,Die Auswirkungen die wir Menschen auf die Natur haben und in diesem Beispiel jetzt spezifisch auf den Gletscher bezogen.,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:48,3.8666666666666667,2.4761904761904763,1.25,NA,NA,1.4705882352941178
90811768,1,-0.2220449210010137,NA,3,2,2,4,1,1,2,1,2,4,2,3,2,5,2,1,4,2,3,4,5,5,4,4,4,4,3,4,3,5,1,4,4,2,4,2,3,5,2,5,4,4,4,1,5,2,5,4,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,18,3,M,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,3,4,1,NA,NA,text,Der Erzähler hat von einer langen Zeitspanne erzählt.,Nicht wirklich,Ich werde weniger Feisch essen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:31,3.466666666666667,3.4761904761904763,2.25,NA,NA,1.588235294117647
90811768,2,-0.15840101341920718,NA,2,2,1,2,1,1,2,2,1,4,1,2,3,5,4,2,4,1,2,4,4,5,4,4,4,3,4,4,3,4,4,4,2,2,5,4,2,5,2,5,4,4,4,2,5,2,5,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,18,3,M,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,3,4,1,NA,NA,text,Der Erzähler hat von einer langen Zeitspanne erzählt.,Nicht wirklich,Ich werde weniger Feisch essen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nora.schaer,NA,02:31,3.533333333333333,3.5238095238095237,1.75,NA,NA,1.588235294117647
