StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,id
2019-11-19 18:13:13,2019-11-19 18:32:53,0,83.172.228.22,100,1180,1,2019-11-19 18:32:54,R_1cU63gbklPmLhqR,,,,,46.3831939697265625,6.239501953125,anonymous,DE,2,1,4,1,4,3,1,2,1,4,3,4,5,4,4,2,2,5,5,5,5,1,1,5,4,1,1,5,5,4,5,4,5,4,4,5,2,2,5,5,4,2,1,4,1,2,4,5,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,ASSG97
2019-11-21 15:58:22,2019-11-21 16:11:03,0,178.197.232.89,100,761,1,2019-11-21 16:11:04,R_2fDsRS7Oj003LTq,,,,,46.6179962158203125,7.0569000244140625,anonymous,DE,1,3,1,1,2,2,1,1,1,1,1,1,3,1,5,4,2,3,5,4,3,2,1,5,1,1,2,3,5,1,5,4,4,3,5,5,5,5,5,4,1,5,1,3,1,5,2,5,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,ASLB95
2019-11-22 16:37:48,2019-11-22 16:50:17,0,85.3.84.249,100,749,1,2019-11-22 16:50:18,R_1QAtSjvvA1Dixab,,,,,46.94580078125,7.4481048583984375,anonymous,DE,1,1,2,1,1,1,2,1,1,2,1,1,4,2,1,4,4,1,3,4,3,2,1,5,1,1,1,3,4,1,3,5,4,5,2,4,4,5,3,5,2,5,1,2,1,4,2,4,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,FSPG98
2019-11-22 23:05:38,2019-11-22 23:16:21,0,178.194.144.33,100,643,1,2019-11-22 23:16:22,R_3PtTIjRvMFoqlxY,,,,,46.94580078125,7.4481048583984375,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,5,4,4,5,2,4,1,4,2,2,1,4,4,2,4,4,2,2,2,4,4,5,4,5,2,5,1,1,1,3,3,4,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,FSNS94
2019-11-23 12:11:32,2019-11-23 12:19:57,0,77.58.160.170,100,504,1,2019-11-23 12:19:57,R_yXfZ1VrBpcbdcf7,,,,,46.929901123046875,7.4508056640625,anonymous,DE,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,4,4,4,5,4,4,1,5,1,2,1,5,4,1,5,4,4,3,4,4,1,5,3,5,1,5,1,3,1,5,1,5,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,FSJX99
2019-11-23 12:17:56,2019-11-23 12:52:38,0,84.226.205.24,100,2082,1,2019-11-23 12:52:39,R_3g1uRjxmvzXj8iC,,,,,47.0218048095703125,7.4503936767578125,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,4,3,2,2,4,1,5,2,1,2,2,2,1,5,3,2,3,4,3,2,4,2,3,1,5,1,4,2,5,2,5,2,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,FSLK99
2019-11-22 16:41:27,2019-11-22 16:45:40,0,77.58.160.170,53,253,0,2019-11-23 16:45:54,R_2VBInODgCi9A9jU,,,,,,,anonymous,DE,,,,,,,,,,,,,4,1,1,4,5,4,4,5,4,3,1,4,1,2,2,4,5,1,5,4,1,,,,,,,5,,,,4,,,1,5,,,,,,,,,,,,,,,,,,FSJX99
2019-11-24 07:57:35,2019-11-24 08:06:19,0,31.10.156.222,100,524,1,2019-11-24 08:06:19,R_rqdPGZhTOkZw48h,,,,,47.36639404296875,8.554595947265625,anonymous,DE,1,1,1,1,2,1,1,1,1,4,1,1,4,1,1,4,2,2,1,3,4,2,1,2,1,2,1,4,2,1,3,3,4,4,3,5,4,5,2,5,1,5,1,3,3,5,2,4,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,FSJM98
2019-11-23 17:11:08,2019-11-23 17:11:14,0,178.197.236.15,2,5,0,2019-11-24 17:11:54,R_1djmnn9PAvS0Xks,,,,,,,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARAS94
2019-11-24 20:47:42,2019-11-24 21:03:04,0,213.55.221.70,100,921,1,2019-11-24 21:03:05,R_2CE88Qywmu5jHhG,,,,,46.9344940185546875,7.5092926025390625,anonymous,DE,2,1,1,1,2,1,1,1,1,5,1,1,4,2,1,2,4,4,5,4,3,1,2,5,2,1,1,4,4,1,4,3,2,5,3,4,2,5,4,5,1,5,1,3,1,4,3,4,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,FSJS67
2019-11-24 21:20:22,2019-11-24 21:26:33,0,178.197.248.43,100,371,1,2019-11-24 21:26:33,R_11iRYsKTkmzVt6i,,,,,47.076507568359375,7.5146942138671875,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,3,1,3,3,4,2,1,2,5,3,3,1,2,3,3,4,2,1,4,3,1,4,5,4,1,4,4,3,3,3,2,3,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,NSVS97
2019-11-25 17:00:55,2019-11-25 17:31:42,0,85.0.189.166,100,1846,1,2019-11-25 17:31:42,R_2rO6BCCNxpMjBzk,,,,,46.94580078125,7.4481048583984375,anonymous,DE,2,1,1,1,1,1,2,1,1,2,1,2,4,1,2,2,4,2,1,4,4,4,2,3,4,2,4,4,2,1,4,4,2,4,4,4,1,4,2,5,1,4,2,2,1,5,2,4,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,FSLM98
2019-11-26 10:19:05,2019-11-26 10:22:52,0,130.92.100.170,100,227,1,2019-11-26 10:22:53,R_1r60QdvJkOIpFm3,,,,,46.9167022705078125,7.466705322265625,anonymous,DE,3,1,1,1,1,1,1,1,1,2,1,2,4,1,3,2,2,1,1,2,2,4,2,2,1,5,5,4,1,2,3,4,1,5,4,4,5,4,4,1,2,4,1,4,4,4,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,NSVS96
2019-11-26 10:25:29,2019-11-26 10:37:21,0,130.92.255.35,100,712,1,2019-11-26 10:37:21,R_cHBCTOEj4EvhdOF,,,,,46.9167022705078125,7.466705322265625,anonymous,DE,2,1,1,1,1,1,1,2,1,1,1,2,3,2,2,2,4,3,1,4,5,2,1,5,3,2,5,5,1,1,5,4,1,5,4,3,3,5,4,4,2,4,2,2,3,5,3,5,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,1,NSKS95
2019-11-26 10:47:17,2019-11-26 10:56:01,0,130.92.255.36,100,524,1,2019-11-26 10:56:01,R_2WTKgKMTojMTkxq,,,,,46.9167022705078125,7.466705322265625,anonymous,DE,2,2,1,1,3,1,2,1,1,1,2,2,4,4,2,2,4,2,1,3,3,1,3,5,2,2,3,4,3,2,4,3,1,4,4,5,2,4,5,4,1,5,1,2,1,4,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,NSAS99
2019-11-26 11:27:40,2019-11-26 11:34:25,0,178.197.233.217,100,404,1,2019-11-26 11:34:25,R_25NQkXjXx0Nx3Iy,,,,,46.852294921875,8.243194580078125,anonymous,DE,2,2,2,1,2,2,2,2,1,3,3,1,4,1,1,3,4,2,3,4,4,2,2,4,2,3,3,3,4,1,3,4,2,3,1,4,2,4,4,4,2,5,2,3,1,4,1,3,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,NSLK97
2019-11-26 12:13:54,2019-11-26 12:24:33,0,130.92.255.35,100,639,1,2019-11-26 12:24:33,R_3sGlh4pqrfe5wSR,,,,,46.9167022705078125,7.466705322265625,anonymous,DE,1,1,1,1,1,1,3,1,1,2,2,1,1,1,4,1,1,1,1,1,1,5,1,1,4,4,4,1,1,1,3,2,1,4,4,4,3,4,3,4,1,4,1,4,2,4,4,4,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,NSNT98
2019-11-26 14:02:34,2019-11-26 14:12:22,0,178.197.232.192,100,588,1,2019-11-26 14:12:23,R_1gV1F5oAYm9T2sW,,,,,46.6179962158203125,7.0569000244140625,anonymous,DE,2,1,3,1,4,1,2,2,1,2,2,4,1,4,2,4,2,1,2,3,4,2,2,2,1,4,2,2,4,1,2,2,2,4,4,5,4,4,5,4,2,4,3,2,1,4,4,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,NSGC98
2019-11-26 15:27:59,2019-11-26 15:37:57,0,83.76.160.177,100,598,1,2019-11-26 15:37:58,R_1pnBi3WFGaGsW10,,,,,46.94580078125,7.4481048583984375,anonymous,DE,3,2,2,4,1,1,2,1,2,4,2,3,2,1,4,1,4,2,3,4,5,1,2,4,2,2,3,4,3,1,1,4,4,2,2,2,3,5,4,5,2,4,2,1,1,2,1,4,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,NSSS01
2019-11-26 14:23:06,2019-11-26 16:22:37,0,164.14.60.110,100,7170,1,2019-11-26 16:22:37,R_20S48tn68sFjyVH,,,,,46.94580078125,7.4481048583984375,anonymous,DE,1,1,1,1,2,1,1,1,1,2,1,1,4,2,2,2,4,2,1,4,4,1,1,4,4,1,2,4,4,1,4,4,3,4,2,4,4,5,4,5,1,5,1,4,1,5,1,5,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,NSLR97
2019-11-27 11:40:03,2019-11-27 11:49:17,0,193.36.117.236,100,553,1,2019-11-27 11:49:17,R_21ijHM49CqbwwRH,,,,,47.36639404296875,8.554595947265625,anonymous,DE,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,4,4,5,5,5,4,2,2,5,2,2,2,4,5,1,3,3,4,3,4,4,2,4,4,4,1,5,1,4,3,4,3,4,2,2,1,,2,1,1,1,2,1,2,2,1,2,1,1,,FSLW90
2019-11-27 13:25:58,2019-11-27 13:52:27,0,213.55.221.89,100,1589,1,2019-11-27 13:52:27,R_2ZQ4p4YqGXJx4gp,,,,,46.9344940185546875,7.5092926025390625,anonymous,DE,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,5,4,2,1,5,4,1,2,4,4,1,5,3,5,3,2,5,4,5,4,5,1,5,1,4,1,5,2,5,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,NSHM97
2019-11-27 14:39:19,2019-11-27 14:45:50,0,213.55.244.4,100,391,1,2019-11-27 14:45:51,R_Ast6brj5ZoN4qWZ,,,,,46.2053985595703125,6.145904541015625,anonymous,DE,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,5,1,1,5,4,4,1,5,5,1,5,5,2,1,2,1,1,5,2,2,4,4,4,2,5,5,1,5,5,2,1,5,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,NSAP98
2019-11-27 15:41:18,2019-11-27 15:51:28,0,62.167.136.12,100,610,1,2019-11-27 15:51:28,R_p3IHvaO4tky4wJX,,,,,46.94580078125,7.4481048583984375,anonymous,DE,2,1,1,1,2,2,3,2,1,1,1,3,2,1,2,2,4,4,3,5,5,1,2,5,2,2,1,4,4,1,4,4,4,4,2,4,4,4,4,5,2,5,1,3,1,4,1,5,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,NSGS90
2019-11-27 15:54:54,2019-11-27 16:15:42,0,213.55.220.28,100,1247,1,2019-11-27 16:15:43,R_3HLJuSnHKYv5hop,,,,,46.2053985595703125,6.145904541015625,anonymous,DE,4,2,1,1,4,3,4,3,2,3,3,4,4,1,2,2,5,1,4,4,5,1,1,5,3,1,1,4,4,1,5,4,4,5,2,4,1,5,2,5,1,4,2,4,1,3,1,5,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,NSIW98
2019-11-28 11:30:53,2019-11-28 11:39:22,0,83.76.160.177,100,508,1,2019-11-28 11:39:22,R_2xJ0vM2JSL751VX,,,,,46.94580078125,7.4481048583984375,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,4,5,5,5,5,1,1,5,4,1,1,5,5,1,5,5,5,3,4,5,1,5,4,5,1,5,1,2,1,4,2,5,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,NSDS65
2019-11-28 18:04:45,2019-11-28 18:12:37,0,83.76.160.177,100,471,1,2019-11-28 18:12:38,R_3ZQS0N5WjfEtiaR,,,,,46.94580078125,7.4481048583984375,anonymous,DE,3,1,1,1,1,1,1,1,1,4,1,1,4,1,2,4,5,5,3,4,4,2,1,5,1,3,1,4,4,1,4,3,4,5,4,5,3,5,3,5,2,5,1,5,1,3,3,5,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,NSMS57
2019-11-29 09:56:11,2019-11-29 10:10:58,0,83.78.208.123,100,886,1,2019-11-29 10:10:58,R_3FetzmuRb9Ar637,,,,,46.94580078125,7.4481048583984375,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,4,4,3,4,2,2,2,5,4,1,1,5,5,1,4,4,4,4,2,5,4,5,4,5,1,5,1,1,1,4,2,4,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,JWSK96x
2019-11-30 10:41:41,2019-11-30 10:53:19,0,85.7.72.136,100,697,1,2019-11-30 10:53:19,R_Xoy1f8ODTuZLOfv,,,,,47.078094482421875,7.193206787109375,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,5,5,4,5,5,1,1,5,1,1,4,4,5,1,5,3,4,5,3,3,4,5,5,5,1,5,1,3,1,3,2,5,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,JWFN90x
2019-11-30 11:41:33,2019-11-30 12:11:35,0,213.55.221.88,100,1802,1,2019-11-30 12:11:36,R_PBC3iEs7hg5wWml,,,,,46.9344940185546875,7.5092926025390625,anonymous,DE,1,2,1,1,1,1,1,1,1,2,1,1,5,1,2,4,2,5,4,4,5,1,2,4,1,2,4,5,4,1,5,2,3,5,4,5,4,5,5,4,5,4,1,2,1,4,2,4,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,JWJL98x
2019-11-30 13:16:06,2019-11-30 13:38:15,0,178.197.233.113,100,1328,1,2019-11-30 13:38:15,R_3kuNF9A6yG9mQ40,,,,,46.852294921875,8.243194580078125,anonymous,DE,1,1,1,1,2,1,1,1,1,1,1,1,5,1,3,4,5,5,3,4,5,1,2,5,3,1,1,5,4,1,4,5,4,3,3,5,3,5,3,5,2,5,1,5,1,4,2,5,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,JWRV98x
2019-11-30 19:32:26,2019-11-30 19:52:21,0,95.210.106.46,100,1194,1,2019-11-30 19:52:21,R_5nAIRPQf3WAn1QZ,,,,,44.3889007568359375,11.3426055908203125,anonymous,DE,1,2,1,1,1,1,1,1,1,1,1,1,5,3,1,4,4,5,5,4,4,1,1,5,2,1,1,5,5,2,5,4,3,4,2,3,3,4,5,5,3,5,1,1,2,2,3,5,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,JWNW94x
2019-11-30 20:08:59,2019-11-30 20:20:17,0,178.197.237.63,100,677,1,2019-11-30 20:20:17,R_3LX97wm5slJU7Sj,,,,,46.929901123046875,7.4508056640625,anonymous,DE,2,2,2,2,2,2,1,2,4,2,2,2,4,2,2,4,4,4,5,4,5,1,1,5,2,5,1,4,4,1,2,5,5,4,2,4,2,4,4,5,2,4,2,2,1,4,2,4,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,JWIK97x
2019-12-01 10:59:56,2019-12-01 11:08:38,0,85.1.49.207,100,522,1,2019-12-01 11:08:38,R_Q08NNoDZjGYESRP,,,,,46.752197265625,7.63360595703125,anonymous,DE,4,1,1,1,1,1,1,1,1,4,1,1,5,2,2,4,5,4,4,5,4,1,2,4,1,1,4,4,5,1,5,4,4,2,4,5,2,5,5,4,2,5,1,4,3,4,4,4,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,JWML63x
2019-12-01 12:39:39,2019-12-01 12:51:41,0,213.55.244.7,100,722,1,2019-12-01 12:51:41,R_z7tJ3czrPav8LoB,,,,,46.2053985595703125,6.145904541015625,anonymous,DE,1,1,1,1,2,1,3,1,1,1,1,1,4,1,3,3,4,2,1,4,4,3,1,4,1,1,3,3,3,1,4,3,4,4,4,4,3,5,3,5,1,5,1,4,2,4,1,4,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,JWES98x
2019-12-01 21:19:17,2019-12-01 21:28:37,0,188.62.230.38,100,559,1,2019-12-01 21:28:37,R_2xEPvsLk34QgVQ1,,,,,46.94580078125,7.4481048583984375,anonymous,DE,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,2,4,4,4,2,2,1,2,4,3,4,4,4,1,4,2,2,5,2,5,2,5,4,5,2,5,1,5,1,4,2,5,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,JWPJ97x
2019-12-02 10:29:33,2019-12-02 10:41:35,0,51.154.73.250,100,722,1,2019-12-02 10:41:36,R_1ImDjEaFiHBqNNT,,,,,47.36639404296875,8.554595947265625,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,4,4,3,3,5,3,1,1,5,3,1,4,3,5,1,4,3,5,5,4,4,1,5,4,5,1,5,1,1,3,5,3,5,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,JWLL97x
2019-12-02 10:31:33,2019-12-02 10:48:42,0,193.5.58.254,100,1029,1,2019-12-02 10:48:43,R_3Lje18MPdsxMQGZ,,,,,46.84979248046875,9.531097412109375,anonymous,DE,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,4,3,3,4,4,2,1,4,4,1,3,4,4,1,5,4,3,4,2,4,1,5,4,4,1,5,1,5,1,5,2,5,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,JWLH98x
2019-12-02 11:26:32,2019-12-02 11:36:41,0,130.92.255.36,100,608,1,2019-12-02 11:36:41,R_3Gg1SovEm2ez26X,,,,,46.9167022705078125,7.466705322265625,anonymous,DE,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,4,3,3,5,2,2,1,5,3,1,1,4,4,2,5,4,4,4,4,4,2,5,4,5,4,5,1,1,1,2,1,5,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,JWLB98x
2019-12-02 16:24:02,2019-12-02 16:57:20,0,213.55.220.172,100,1997,1,2019-12-02 16:57:20,R_3qrQIqaYMzvH6Xc,,,,,46.5189056396484375,6.6360015869140625,anonymous,DE,2,1,1,1,1,1,2,1,1,1,1,1,4,2,1,3,4,3,4,4,4,2,3,5,4,2,2,4,4,3,3,4,3,3,3,3,4,5,4,5,1,4,1,2,3,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,JWLT89
2019-12-03 15:11:26,2019-12-03 15:24:22,0,130.92.244.22,100,775,1,2019-12-03 15:24:22,R_3J5exI5ToGRIsq5,,,,,46.9167022705078125,7.466705322265625,anonymous,DE,2,1,1,1,1,1,2,1,1,1,1,4,5,1,1,5,4,5,5,5,4,1,1,5,4,1,1,4,5,1,3,4,5,5,1,5,1,5,4,5,2,4,2,4,1,3,1,5,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,JWEE96x
2019-12-03 20:40:15,2019-12-03 20:58:29,0,194.230.147.18,100,1093,1,2019-12-03 20:58:29,R_AHwFF3svcrQghWN,,,,,47.1697998046875,7.575103759765625,anonymous,DE,2,1,1,1,1,1,1,1,1,4,1,1,5,1,3,4,4,5,4,4,4,1,2,4,2,2,1,4,4,1,5,4,4,5,2,4,4,4,4,5,4,5,1,1,1,4,3,5,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,JWYA97x
2019-12-09 15:42:44,2019-12-09 15:57:06,0,194.230.124.143,100,861,1,2019-12-09 15:57:06,R_0qrBhrHgQn43vj3,,,,,47.139007568359375,7.2140960693359375,anonymous,DE,4,1,1,1,1,1,1,1,1,2,1,4,4,4,1,4,4,5,4,4,2,2,4,5,4,1,2,4,4,1,4,2,2,4,2,4,2,5,4,4,1,2,2,2,1,2,1,4,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,FSMM90
2019-12-09 19:03:01,2019-12-09 19:12:59,0,188.155.48.208,100,598,1,2019-12-09 19:13:00,R_DMC0zMbwyh10kzD,,,,,46.94580078125,7.4481048583984375,anonymous,DE,1,2,1,1,1,1,1,1,1,4,2,1,4,2,1,4,4,5,5,5,5,1,1,5,4,1,3,5,5,1,3,4,5,2,1,4,4,4,3,5,3,5,1,3,1,4,3,4,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,FSFW69
2019-12-09 17:59:38,2019-12-09 18:34:50,0,188.155.48.208,11,2112,0,2019-12-10 18:34:53,R_2cpYk4sIaHoTEoR,,,,,,,anonymous,DE,,,,,,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FSFW69
2019-12-11 13:20:35,2019-12-11 13:34:45,0,130.92.255.36,100,849,1,2019-12-11 13:34:45,R_1K0DYHl1npWyLg8,,,,,46.91510009765625,7.462493896484375,anonymous,DE,2,1,1,2,2,2,1,1,1,2,2,1,3,2,2,2,3,4,2,3,3,4,2,3,2,3,2,4,2,1,4,3,3,5,1,4,2,5,4,4,1,5,2,4,1,3,1,4,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,FSNK87
2019-12-11 20:58:38,2019-12-11 21:14:44,0,178.197.234.241,100,966,1,2019-12-11 21:14:45,R_3G9XyuBuj9ariWR,,,,,46.880096435546875,6.9730072021484375,anonymous,DE,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,3,4,2,5,4,4,2,1,5,1,1,1,3,4,1,3,5,4,5,2,3,4,4,5,4,2,4,1,4,1,5,3,4,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,FSAN68
2019-12-13 00:38:05,2019-12-13 00:51:41,0,194.230.124.143,100,816,1,2019-12-13 00:51:41,R_3ptH0uo7vvXIvBx,,,,,47.139007568359375,7.2140960693359375,anonymous,DE,1,1,1,1,1,1,3,1,1,4,1,1,4,1,2,4,4,4,4,4,4,4,1,2,4,1,2,4,4,1,5,4,4,4,2,3,4,4,4,4,1,5,1,2,2,4,1,4,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,FSCS91
